ccid,name,sex,age,channel_id,mobile,province,city,id
CU17015392801645,金小姐,女,60,100000009,18631502987,江西省,偏关县,220101199712082389
CU17017175268093,范小姐,女,31,100000008,18552691704,台湾省,大石桥市,310230200010071572
CU17017319586470,罗小姐,女,21,100000005,17569845312,重庆市,吴桥县,150302198608111455
CU17020643170829,卞女士,女,35,100000004,15005726389,广西壮族自治区,长治市,211403194607041399
CU17016450238761,史先生,男,32,100000007,15329614308,广西壮族自治区,临汾市,51142419360728213X
CU17027896703524,唐先生,男,21,100000006,13053784619,黑龙江省,天津市,371622201206301352
CU17021872435601,戴小姐,女,27,100000002,17213804972,香港特别行政区,弓长岭区,140621195101161095
CU17018935210684,任先生,男,42,100000002,17745236701,青海省,馆陶县,140501197107171795
CU17025182607439,安先生,男,33,100000004,17524159067,湖南省,杭锦后旗,350601198304062722
CU17021701423895,谢小姐,女,58,100000002,14757809631,湖南省,鄂尔多斯市,321101196603282262
CU17013568109473,喻小姐,女,42,100000008,17743785610,西藏自治区,凌海市,53052120130724274X
CU17016713290465,方先生,男,23,100000005,18751423689,云南省,船营区,450325194706272966
CU17020426978510,戴女士,女,56,100000004,13382916053,上海市,伊春市,370686194607092112
CU17023701286439,倪先生,男,49,100000003,13290574218,上海市,忻府区,340823196004172732
CU17021904521368,臧小姐,女,35,100000003,15059702683,广西壮族自治区,彰武县,410503199001102616
CU17012906428157,施先生,男,55,100000004,15898571306,广东省,乌达区,620723194503242693
CU17024867213594,昌先生,男,33,100000007,13591463205,台湾省,锡林郭勒盟,141025199005282675
CU17020701293864,水先生,男,34,100000004,15083154702,江苏省,乌拉特后旗,610631200202052483
CU17015682491370,钱小姐,女,46,100000008,13398132705,甘肃省,喀喇沁左翼蒙古族自治县,51011419900202190X
CU17017831502697,史小姐,女,42,100000005,13471389405,浙江省,于洪区,371402200905062252
CU17020496035827,昌先生,男,37,100000007,18765290148,江西省,柏乡县,331003199502131862
CU17025514082963,陈先生,男,23,100000006,13291465278,山东省,苏家屯区,130521198710272105
CU17023926140857,邬女士,女,47,100000003,17646712980,湖北省,阿拉善右旗,222404196301031209
CU17018945302861,秦女士,女,51,100000006,17339802751,江苏省,莫力达瓦达斡尔族自治旗,341881199101051622
CU17026718564903,酆女士,女,26,100000007,17141628035,福建省,五原县,52272719581224113X
CU17023984051632,周小姐,女,32,100000001,13452349687,安徽省,四平市,350801196708031872
CU17013620538491,史先生,男,47,100000000,15915940836,澳门特别行政区,沁源县,310112199307061812
CU17026592478316,顾小姐,女,40,100000006,18719523074,甘肃省,东风区,51342219930714187X
CU17028679152038,滕先生,男,22,100000003,15507143269,湖南省,青龙满族自治县,140925193708271545
CU17019351698724,安先生,男,44,100000007,13385146370,云南省,苏尼特左旗,130322197301201195
CU17024793650148,臧女士,女,56,100000008,18108364925,西藏自治区,麻山区,211403193112041689
CU17016043152786,周小姐,女,41,100000000,15540295638,宁夏回族自治区,富拉尔基区,370301198011162742
CU17019629143058,陈先生,男,31,100000002,18786492710,云南省,冀州区,50024119351005157X
CU17012054389176,柏先生,男,51,100000006,18250428716,海南省,固阳县,440301193605242646
CU17022872651034,堪小姐,女,43,100000008,13573069254,湖南省,徐水区,460107194406151946
CU17028059861423,黄女士,女,42,100000008,13925309748,山西省,襄垣县,140423201309221475
CU17021768134095,葛先生,男,22,100000004,17381705246,云南省,通化市,321003196210222142
CU17027859476013,郎小姐,女,29,100000009,13165184790,宁夏回族自治区,北镇市,141181199211221225
CU17014790183562,陈先生,男,55,100000007,17232067948,宁夏回族自治区,南岗区,321281194701082542
CU17025649873152,邬先生,男,52,100000008,18903752814,甘肃省,大洼区,330424193905092892
CU17014317950628,曹先生,男,35,100000006,18430682975,山西省,阳高县,430203200612182356
CU17011195326804,马先生,男,31,100000003,15117845320,海南省,康巴什区,210381195105191179
CU17018436819275,米女士,女,51,100000007,15172610384,广西壮族自治区,旅顺口区,350403193308072902
CU17017165328940,鲁小姐,女,25,100000005,18641073869,山西省,桥东区,422826197409281296
CU17015762501389,梁小姐,女,41,100000003,18273654982,辽宁省,武川县,620503198103241573
CU17027573061248,祝女士,女,20,100000000,18045367089,湖南省,定襄县,53252319570113285X
CU17022724053618,陈小姐,女,60,100000001,18430628159,四川省,通化县,451024197101251596
CU17012560849271,齐先生,男,48,100000003,13052708394,江苏省,松山区,440106195209302926
CU17018817206453,魏小姐,女,34,100000009,13634685910,新疆维吾尔自治区,右玉县,430623198309031806
CU17020761092534,朱小姐,女,31,100000007,18856914387,河北省,瓦房店市,430502199611052256
CU17012840523196,张女士,女,57,100000000,18187635204,上海市,阳城县,341302198101221722
CU17015362958410,柳先生,男,24,100000005,17154169723,广西壮族自治区,泰来县,130726195403042925
CU17025847265901,堪小姐,女,51,100000008,13505341279,香港特别行政区,额济纳旗,52263119321210189X
CU17028382067514,王先生,男,59,100000003,17453467810,河南省,正镶白旗,450303198909222196
CU17028035784621,邹先生,男,46,100000006,15505328164,河北省,西岗区,51152120000111296X
CU17011836219705,唐小姐,女,31,100000007,17639021876,浙江省,富拉尔基区,140981197904051675
CU17023748039156,岑小姐,女,48,100000006,18350271469,天津市,绥滨县,610727194509251683
CU17018067453218,倪女士,女,45,100000003,15126894530,四川省,浮山县,140501193705201475
CU17022031658942,尹先生,男,26,100000001,13207951824,浙江省,桓仁满族自治县,630122193704212343
CU17028764051398,祁先生,男,28,100000008,18295281467,贵州省,青山区,350629197103111962
CU17027821759406,殷女士,女,52,100000005,18717385260,上海市,靖宇县,350104198509041402
CU17011539240187,祝先生,男,56,100000007,18571364589,广东省,安新县,451024198603232776
CU17020916827340,穆先生,男,49,100000004,18226187903,湖南省,江源区,53052119301115222X
CU17028701564389,茅女士,女,37,100000000,18486725493,山东省,东光县,320982195709091012
CU17013564730128,孙小姐,女,30,100000001,15570214593,安徽省,肥乡区,410581199009072996
CU17018718492065,廉先生,男,28,100000003,18625098631,上海市,大庆市,370782200710181242
CU17026140835926,元小姐,女,54,100000005,18748597032,西藏自治区,弓长岭区,610824193809201493
CU17012580436721,臧小姐,女,22,100000000,18905786193,香港特别行政区,石拐区,370882195105202362
CU17019738126590,汤女士,女,41,100000004,17645329071,江西省,扎赉特旗,130804196807161445
CU17013921053647,潘小姐,女,47,100000005,18403985421,浙江省,敖汉旗,340322198710311012
CU17023035421879,薛小姐,女,49,100000009,18785246917,贵州省,察哈尔右翼前旗,51101119560503211X
CU17020370264519,魏小姐,女,36,100000006,13407632845,天津市,邢台市,411330199908212476
CU17028750634182,雷女士,女,36,100000007,17952301947,四川省,顺义区,321101195211061562
CU17026203647589,孟先生,男,59,100000005,18552403918,湖北省,赵县,620402198006012243
CU17013627319584,邬女士,女,24,100000002,17609476231,湖北省,宽城区,330802193501161942
CU17011897401523,臧先生,男,54,100000003,13067021958,台湾省,滴道区,622921199307311233
CU17018194562370,范先生,男,36,100000005,18474359162,天津市,容城县,50011219591117258X
CU17028271406853,汤先生,男,50,100000003,18820694358,广西壮族自治区,临县,420528201306261626
CU17019149256378,窦先生,男,49,100000001,17414503298,海南省,阿拉善左旗,150826194603311665
CU17018830495621,毕女士,女,28,100000003,17849532601,甘肃省,大名县,371701195709102792
CU17020709486325,岑女士,女,31,100000001,18958924761,吉林省,祁县,53032119730716294X
CU17018921634857,尤女士,女,33,100000004,18065789134,贵州省,岢岚县,445281199705261406
CU17015864527031,马小姐,女,21,100000005,14747231859,天津市,南关区,371722196104152332
CU17015542983610,许小姐,女,22,100000002,13256987032,吉林省,细河区,51070119620811112X
CU17021395672810,屈小姐,女,49,100000001,18631285609,甘肃省,海州区,52262819340922129X
CU17017482730695,沈小姐,女,20,100000009,18584396257,河南省,衡水市,130426193306162825
CU17014504372186,任先生,男,25,100000006,18676902854,西藏自治区,扎赉特旗,52273019580721219X
CU17020031657489,沈女士,女,41,100000000,15045738602,江苏省,香河县,350322193101211852
CU17024532168479,项先生,男,22,100000006,18102385146,北京市,卢龙县,350505193209062972
CU17028480729135,傅小姐,女,27,100000004,15694635812,山西省,兴隆台区,54233019350604132X
CU17017607928513,酆女士,女,25,100000002,18570952684,陕西省,赞皇县,140322194803111085
CU17015104537829,元先生,男,27,100000007,17365093174,内蒙古自治区,新乐市,610724194608212693
CU17027415869023,康女士,女,39,100000005,17460125978,海南省,新城区,440114195512171596
CU17023795086431,安先生,男,30,100000001,13371635894,黑龙江省,伊春市,222402194811042499
CU17022476038519,罗女士,女,24,100000007,18248905726,西藏自治区,邢台市,411322193607132966
CU17028596483710,褚女士,女,30,100000000,13596048273,河南省,平房区,370705193303242502
CU17016784532196,戚小姐,女,45,100000008,18985613479,澳门特别行政区,鸡东县,431221197806012266
CU17027058436921,姜女士,女,38,100000006,18567935814,甘肃省,皇姑区,131125193009231245
CU17027485027639,苏小姐,女,21,100000000,17131064298,天津市,正定县,410883200607261766
CU17027104759268,孔女士,女,27,100000005,18463598410,吉林省,振安区,50024320130224127X
CU17011512473986,伍女士,女,35,100000000,13326431708,吉林省,中阳县,53282319410829180X
CU17024327956804,时女士,女,26,100000002,18429476513,天津市,朔州市,360925199011112792
CU17026153674928,齐先生,男,39,100000002,18259103468,天津市,吉林市,360502201204121832
CU17015492301687,孔女士,女,37,100000008,18646527189,重庆市,清苑区,411281198508221086
CU17011146387590,殷女士,女,42,100000004,13871896243,云南省,晋州市,51112419530427240X
CU17012631705924,安小姐,女,43,100000004,18269807431,北京市,兴安盟,150302199211142555
CU17024412968503,吕先生,男,30,100000009,13620957841,陕西省,法库县,130901193012101155
CU17028674305981,明小姐,女,36,100000006,17247508912,云南省,城区,370282193404032052
CU17028865479032,曹小姐,女,20,100000002,18583605947,澳门特别行政区,察哈尔右翼中旗,54232219850210236X
CU17019169752084,柳女士,女,53,100000006,15230218945,黑龙江省,介休市,370401198608151422
CU17019907481523,王先生,男,44,100000002,13029703568,吉林省,丹东市,652325195105151783
CU17012357869104,时小姐,女,39,100000007,18260157248,西藏自治区,博野县,50011119871229248X
CU17018652130984,纪小姐,女,44,100000002,15191042875,内蒙古自治区,翼城县,450403194503251596
CU17013853106429,邵女士,女,60,100000001,15207361849,青海省,晋州市,370802195309171432
CU17020495103768,毛小姐,女,31,100000003,13081572069,江苏省,准格尔旗,431123194904032776
CU17012086531274,邵女士,女,46,100000000,15965409372,上海市,阿城区,421126197210232426
CU17012805912736,吴小姐,女,51,100000005,17589643721,贵州省,永和县,150425193908082785
CU17020290813647,韦女士,女,31,100000005,13715984732,香港特别行政区,承德市,210201196909051699
CU17013049832657,王小姐,女,37,100000008,15638061952,黑龙江省,长子县,53292619620107292X
CU17023364180725,彭女士,女,35,100000000,15145028671,安徽省,宽城满族自治县,152531196209251085
CU17025549837210,屈小姐,女,24,100000003,13612365794,云南省,新河县,341001198204281082
CU17018627358491,柏小姐,女,37,100000001,15236890174,陕西省,新绛县,441721195208072676
CU17027921470356,祁先生,男,54,100000004,15909478236,台湾省,卓资县,360424200507142362
CU17012610285739,滕女士,女,50,100000000,14738209617,辽宁省,集贤县,130632199805282975
CU17028930478615,罗小姐,女,50,100000007,18179031485,新疆维吾尔自治区,呼兰区,130903194312222255
CU17011056493218,岑先生,男,47,100000007,15293015672,香港特别行政区,扎赉特旗,150702199204171285
CU17018650849372,郎小姐,女,59,100000004,18275490328,贵州省,闻喜县,410482200407242036
CU17016618027943,狄先生,男,48,100000008,13021098754,海南省,榆次区,622927193412112723
CU17016014396782,葛先生,男,50,100000005,18469728153,重庆市,文圣区,210905199612012849
CU17017519684372,沈小姐,女,53,100000005,15196085371,安徽省,屯留县,150624195301201145
CU17017457109862,章先生,男,51,100000002,18405279864,四川省,阳曲县,211081197301291339
CU17023351728469,任小姐,女,55,100000002,18828175439,广东省,梅河口市,410803201009091506
CU17027261739540,葛女士,女,24,100000002,18125184369,广东省,阜城县,53062620090713244X
CU17014510732864,曹先生,男,60,100000007,13163948705,甘肃省,西丰县,230129193301112049
CU17020702935416,禹先生,男,30,100000001,18858670913,澳门特别行政区,垣曲县,654321198401101553
CU17023468531072,马先生,男,45,100000005,18587612304,新疆维吾尔自治区,梨树区,341021193610112872
CU17018284517069,孔先生,男,50,100000008,18923985061,江西省,喀喇沁左翼蒙古族自治县,211321195402082829
CU17026594267380,庞小姐,女,44,100000001,17205326974,重庆市,前进区,150524195710031015
CU17024735426980,祝女士,女,20,100000000,18645813269,江苏省,太子河区,130209200011191115
CU17024857390261,乐先生,男,32,100000006,17405687321,湖北省,白云鄂博矿区,652901201305241093
CU17014347951862,宋先生,男,28,100000004,13889175406,贵州省,东山区,371302199007103002
CU17027740532698,邹小姐,女,20,100000003,15923749018,黑龙江省,石楼县,410222200008272326
CU17021430259761,杨小姐,女,58,100000003,15361270398,青海省,顺义区,411102193503011096
CU17016081649753,尹先生,男,56,100000001,15601926375,浙江省,蛟河市,53070119501123211X
CU17017960185324,鲁女士,女,60,100000007,17694205863,台湾省,兴安盟,350481195102102772
CU17026468920517,伍女士,女,48,100000001,18898560427,河北省,大厂回族自治县,220401199905211599
CU17014128943605,张先生,男,29,100000008,13005813976,江西省,新巴尔虎左旗,230503200101301679
CU17018127306489,吕女士,女,26,100000004,17346957123,甘肃省,梨树县,52262519970714149X
CU17022238594107,潘先生,男,60,100000003,15660823759,山东省,朝阳区,230111195701262039
CU17023629134750,堪小姐,女,21,100000001,13530254876,广西壮族自治区,双辽市,410306201012051126
CU17026120384795,水女士,女,59,100000002,18848139075,海南省,泽州县,653130194602171583
CU17025796251438,沈先生,男,45,100000006,15897068432,内蒙古自治区,德惠市,411403196411092796
CU17020436125870,钱先生,男,43,100000003,13680916347,福建省,灵石县,330411195508182022
CU17026038572649,华小姐,女,36,100000003,18118746593,浙江省,梨树区,410501193306022066
CU17027307481629,和女士,女,27,100000003,18135407186,四川省,乌兰浩特市,371002195501072652
CU17021416382790,廉先生,男,43,100000009,18554217869,辽宁省,宝清县,53012220001225224X
CU17014907354681,韩先生,男,35,100000009,13302165379,广东省,雄县,360726199005291842
CU17012581406739,毕小姐,女,30,100000001,13367802519,香港特别行政区,汾西县,450721195610051736
CU17016368725491,庞小姐,女,35,100000000,13315306847,西藏自治区,察哈尔右翼前旗,341181201211221012
CU17025320641789,郝先生,男,37,100000004,18649017853,江西省,恒山区,230702193605302849
CU17012396051724,邵女士,女,57,100000009,13023601578,山西省,卓资县,330783195001012722
CU17022681529734,魏先生,男,56,100000007,13185419763,湖北省,宝清县,51323219770915164X
CU17022351460987,于小姐,女,28,100000002,18975498620,北京市,昌邑区,330122200307161822
CU17022152674938,孔小姐,女,24,100000001,17152471386,新疆维吾尔自治区,新宾满族自治县,51170219540522280X
CU17012372098615,喻先生,男,29,100000008,18014285603,陕西省,浑江区,420801193502201196
CU17015719248053,殷小姐,女,50,100000006,13534025987,甘肃省,北票市,450202196312271726
CU17011519742830,金女士,女,26,100000006,17597520146,湖南省,城区,610102200402012443
CU17014251647389,禹先生,男,44,100000007,17124816039,上海市,辽宁省,230224196805292999
CU17021706418253,方女士,女,37,100000002,18020971384,黑龙江省,廊坊市,421123195905181886
CU17016450983217,彭女士,女,38,100000009,14792734856,澳门特别行政区,霸州市,320302194809012772
CU17026059234187,舒女士,女,47,100000004,18878305629,安徽省,达拉特旗,360731200207202072
CU17011932540817,孔先生,男,26,100000006,13786235109,浙江省,朝阳区,370405197101101902
CU17027516879243,安先生,男,33,100000006,13384725103,山西省,沁源县,620924194612242383
CU17017037645812,柏小姐,女,37,100000007,18580594312,西藏自治区,平遥县,450102198903141566
CU17023920564781,平女士,女,20,100000004,15762703548,江西省,陵川县,433125195910031606
CU17013605928347,柏女士,女,21,100000003,17760739452,内蒙古自治区,浑源县,610112196203211623
CU17013380524691,邹女士,女,41,100000000,18616730948,广西壮族自治区,满洲里市,441803195407292586
CU17017190342687,鲁小姐,女,28,100000004,17468510397,甘肃省,金州区,150523198801171735
CU17018513487062,屈女士,女,54,100000009,17883061752,河北省,吴桥县,51011319930611157X
CU17028206983751,褚女士,女,35,100000006,18581470652,浙江省,平山县,210282196304061349
CU17017982763014,孟小姐,女,49,100000004,13615390768,青海省,新宾满族自治县,450321199201072166
CU17024263895047,常小姐,女,31,100000003,18756749301,青海省,定州市,620924194412112443
CU17020276539108,孟小姐,女,36,100000002,15906184259,辽宁省,锡林郭勒盟,330303196203121992
CU17026082736194,李先生,男,45,100000000,17567953801,河北省,襄垣县,320322199503211732
CU17011345107682,卫女士,女,41,100000000,17593240581,重庆市,黑龙江省,610921196307211123
CU17019890324157,鲁女士,女,33,100000000,17395082473,湖北省,滴道区,50024319350413108X
CU17019093128746,贝女士,女,21,100000000,17725076983,天津市,邱县,659002199408062233
CU17020845270169,臧女士,女,59,100000001,18960539472,宁夏回族自治区,海勃湾区,420104197205281406
CU17018043692158,常先生,男,25,100000004,13485427391,云南省,丰宁满族自治县,51052519900710104X
CU17014023987415,俞先生,男,37,100000000,17227153690,福建省,郊区,460323196606072966
CU17013957012368,狄女士,女,55,100000000,15998057436,新疆维吾尔自治区,阳曲县,431081199701071326
CU17016196308457,乐先生,男,60,100000009,18595367842,海南省,辽中区,431028198602222326
CU17027048653921,舒先生,男,31,100000003,18218594263,山西省,新巴尔虎左旗,220323201210241419
CU17022670834912,范女士,女,50,100000004,17261408539,贵州省,白山市,340703198401101372
CU17017365247891,皮先生,男,54,100000002,15801923856,辽宁省,泽州县,330105199302121132
CU17026953712486,倪先生,男,33,100000006,17526789103,天津市,献县,52262919800310166X
CU17021678923054,俞先生,男,22,100000004,13397530184,广西壮族自治区,南宫市,50023719601222233X
CU17028548719063,董先生,男,57,100000003,13464907283,上海市,鄂托克前旗,330501200711021512
CU17015512768394,韩女士,女,40,100000001,18612750396,河北省,新邱区,130128194204262995
CU17013752601438,卞小姐,女,26,100000009,15396152087,河南省,峰峰矿区,622926200407302063
CU17022576493082,鲍小姐,女,39,100000004,17926491375,安徽省,四平市,440104193503141056
CU17021782514309,萧小姐,女,22,100000008,18021859074,黑龙江省,商都县,431028195611161686
CU17019162094578,朱小姐,女,29,100000004,17761082394,吉林省,盖州市,440301198211031166
CU17022378516920,宋先生,男,30,100000004,13703418296,河南省,尚志市,622922194709051193
CU17016094816352,贝先生,男,48,100000005,17728540391,宁夏回族自治区,左云县,51010720020512258X
CU17022147806259,朱先生,男,20,100000009,18998476052,重庆市,定兴县,50011519730414121X
CU17019251368740,陈先生,男,26,100000002,18268702139,辽宁省,南岗区,370523194905182562
CU17013083619724,董女士,女,49,100000000,17884156790,湖北省,邯郸市,150902200703311495
CU17019817234650,袁女士,女,47,100000001,15050941637,北京市,卢龙县,150724198801182815
CU17021761480239,和先生,男,21,100000004,17515327890,海南省,德惠市,51162219681126266X
CU17027401732896,昌小姐,女,30,100000009,18841897256,湖北省,兴城市,320923199603092942
CU17012695380274,柳小姐,女,52,100000003,18734015792,青海省,延边朝鲜族自治州,51172519671218296X
CU17018380691254,禹小姐,女,48,100000003,18806472895,广东省,绥滨县,52272519821028154X
CU17014623597081,梁小姐,女,60,100000003,15173208645,广西壮族自治区,石家庄市,341024198907291472
CU17017326158940,赵先生,男,57,100000007,17430915287,海南省,城区,54242819620425150X
CU17027401657892,沈小姐,女,32,100000004,13769834512,青海省,苏尼特左旗,131082200009232595
CU17023524061937,计小姐,女,56,100000009,13861857490,宁夏回族自治区,运城市,360425201002071262
CU17012875420619,计小姐,女,50,100000005,13693465207,黑龙江省,张家口市,340501197611252222
CU17017784019526,贝女士,女,39,100000008,17709834561,宁夏回族自治区,清苑区,350102193912071862
CU17011078291546,祝先生,男,42,100000004,18867283905,河南省,清原满族自治县,430405199902111976
CU17015649301857,方小姐,女,40,100000003,18660854321,澳门特别行政区,兴隆台区,450601199003041726
CU17025154207863,卜女士,女,27,100000004,18917530862,上海市,东辽县,131001195511052065
CU17016134907658,明先生,男,28,100000008,18705316784,四川省,桥西区,320117193208101252
CU17018847325906,张女士,女,38,100000001,15224860591,甘肃省,双城区,420702198403141906
CU17025230419765,花先生,男,59,100000005,15065198324,天津市,凌河区,441225198409052416
CU17025367908125,昌小姐,女,60,100000004,18453879410,江苏省,凉城县,371423196910211282
CU17027750192346,姜女士,女,46,100000001,17787425613,贵州省,保德县,52272619620323167X
CU17012208145739,史女士,女,54,100000003,15057210863,天津市,察哈尔右翼前旗,450405196807191666
CU17020809237164,卜先生,男,38,100000003,18647958026,上海市,黑山县,440703198704031656
CU17023268514730,舒小姐,女,41,100000005,13476412305,澳门特别行政区,鹰手营子矿区,450205199007292296
CU17026962784051,韩先生,男,21,100000007,13746720381,山西省,方正县,370102195803303002
CU17019314729650,陶小姐,女,35,100000003,18821384075,贵州省,北戴河区,130204198012252405
CU17011914568072,毛女士,女,55,100000001,17438169742,甘肃省,张家口市,140902199009042525
CU17028047238156,纪先生,男,22,100000006,13074016528,河北省,辽阳县,450902200412202306
CU17022459180732,贝女士,女,34,100000005,18873860512,河南省,盂县,371701193808172782
CU17014982431570,尹小姐,女,26,100000004,15658913724,澳门特别行政区,石景山区,650202196302051393
CU17027941586023,董女士,女,27,100000008,18894563821,辽宁省,大庆市,330203194811212302
CU17027367850924,秦女士,女,51,100000004,15093516874,天津市,清徐县,50023119631214291X
CU17026051392764,郝小姐,女,22,100000004,13567530184,香港特别行政区,清河县,230523197509232919
CU17019583419602,茅女士,女,58,100000004,17650291768,西藏自治区,朝阳区,411522195009221796
CU17018635482079,谈小姐,女,23,100000008,15594218735,吉林省,垣曲县,130421196805121025
CU17017287561043,廉小姐,女,40,100000009,18146813072,山西省,定襄县,53262619720602246X
CU17011871549032,倪小姐,女,40,100000001,13992067843,贵州省,兴县,51072419560309194X
CU17020130468295,雷女士,女,20,100000006,17631782906,天津市,蔚县,410883194604131976
CU17019865921047,卞女士,女,52,100000003,18762519783,山东省,拜泉县,610727199211111573
CU17016481790625,昌小姐,女,25,100000004,17795284703,山西省,鸡西市,52262220110822142X
CU17014792465108,项小姐,女,46,100000009,15161840952,甘肃省,林西县,52052619940124139X
CU17012042675189,华女士,女,47,100000000,15942731609,山西省,凌河区,130129196908222465
CU17012259640387,茅小姐,女,40,100000001,18421568709,安徽省,和林格尔县,640324194505271823
CU17012692057184,滕先生,男,57,100000003,17558406321,新疆维吾尔自治区,呼和浩特市,330302201307062322
CU17015684379105,傅先生,男,50,100000009,17334107258,安徽省,偏关县,150802197408091195
CU17013439701562,邹小姐,女,51,100000002,15648721603,陕西省,忻州市,140108201005071085
CU17025408192576,李先生,男,22,100000008,13547095821,湖南省,溪湖区,130826194111022935
CU17015438752109,章小姐,女,29,100000006,17665931408,河北省,灵丘县,51333320080307160X
CU17017632851409,卞小姐,女,56,100000006,13745279610,陕西省,黄骅市,53262419611128109X
CU17025043792568,任小姐,女,22,100000003,13245368790,天津市,新巴尔虎右旗,430302193109081066
CU17014481763059,毕小姐,女,56,100000000,18603429186,陕西省,康平县,652302193610312203
CU17027157280346,方女士,女,46,100000006,15056328417,上海市,蒲县,610304194607252733
CU17026548631079,成小姐,女,57,100000004,13315689704,重庆市,晋州市,652925199912021923
CU17011713582964,谢女士,女,40,100000007,15963810479,上海市,抚松县,51182519890329164X
CU17017532689470,柏女士,女,21,100000002,15009531674,河南省,东胜区,632724196504162693
CU17015421865397,郎先生,男,50,100000002,18298643715,浙江省,滦南县,410108199501212656
CU17028793186254,唐小姐,女,27,100000002,15647920615,山西省,鹰手营子矿区,440523201307282196
CU17023396705814,杨小姐,女,57,100000003,13819504863,陕西省,西岗区,610628193109251973
CU17017129463587,姚小姐,女,33,100000005,18070954612,云南省,鸡泽县,310117198411282142
CU17016830562149,尹先生,男,42,100000000,15197248301,福建省,东昌区,52011319440617169X
CU17011201359467,郎女士,女,57,100000006,18903246718,辽宁省,武清区,410902196911042436
CU17027247839015,殷女士,女,36,100000006,15564187320,香港特别行政区,大石桥市,450981193010272556
CU17018291670835,韦先生,男,34,100000003,18305914236,云南省,大兴区,620702194709072813
CU17011531729084,穆先生,男,25,100000001,13634218976,宁夏回族自治区,义县,220211197405251149
CU17012518903276,成小姐,女,39,100000007,17265214083,海南省,建平县,211005195905201759
CU17013964703812,余女士,女,43,100000003,17298302517,上海市,临河区,54222719840304143X
CU17013492018763,郎女士,女,47,100000008,13898635124,湖北省,太原市,610326195804061923
CU17012637081954,史小姐,女,50,100000002,18973195640,陕西省,达拉特旗,420821195310032166
CU17022798041356,沈先生,男,42,100000002,15580973156,上海市,文水县,340303198609051492
CU17022826531947,华女士,女,55,100000001,17605732698,北京市,安图县,440402195107182916
CU17018124708593,董小姐,女,38,100000008,18461780324,天津市,库伦旗,350302194705011192
CU17021419608523,柏女士,女,47,100000003,13180362715,青海省,溪湖区,53253119770902132X
CU17027826705139,郎小姐,女,31,100000006,18818736502,河北省,任县,53011319370906197X
CU17022217634589,昌先生,男,52,100000007,18645017389,内蒙古自治区,延边朝鲜族自治州,410923200104191106
CU17018649152307,马小姐,女,34,100000006,18592350768,山东省,平遥县,440801195805072956
CU17023569037248,唐小姐,女,36,100000003,13304832591,西藏自治区,富拉尔基区,370301193106111072
CU17028743206981,云先生,男,41,100000009,13818540379,贵州省,曲阳县,52232320090108215X
CU17021521094738,朱小姐,女,38,100000001,15557086193,黑龙江省,西安区,330825201302012552
CU17011205761483,陶先生,男,33,100000005,18197316048,北京市,林西县,340702193905261342
CU17020729085614,昌先生,男,34,100000003,17648362970,河北省,石家庄市,341825195308042642
CU17020098532674,冯小姐,女,54,100000000,15913547896,河南省,临县,210213195907311059
CU17014024698371,薛女士,女,20,100000004,17212560839,山西省,拜泉县,410825200208131196
CU17022214395607,纪小姐,女,33,100000006,15169581740,上海市,嘉荫县,51132320020226289X
CU17023672348905,郝小姐,女,33,100000009,18974102683,福建省,平陆县,420117195507301956
CU17015304967852,沈女士,女,32,100000005,15994817520,香港特别行政区,山阴县,53342119840906240X
CU17016736109245,祝小姐,女,51,100000001,17557638412,湖南省,突泉县,210323200410301639
CU17023703149682,常小姐,女,50,100000001,18131058274,江西省,巴林左旗,130428200604282865
CU17028831920674,杨女士,女,38,100000000,15665310742,甘肃省,桓仁满族自治县,54212819760514280X
CU17026401289576,袁先生,男,45,100000001,13801768234,北京市,兴隆县,371425194208241722
CU17020761039254,潘先生,男,54,100000005,17620745193,山西省,梅里斯达斡尔族区,420324193410052006
CU17019618539024,鲁女士,女,59,100000005,18829615347,陕西省,大安市,320305197708082012
CU17016743152806,雷女士,女,44,100000000,18775023648,海南省,襄垣县,410928195801271866
CU17025042615978,殷小姐,女,23,100000007,18642510976,黑龙江省,宁江区,230125196610282289
CU17014845902316,皮小姐,女,30,100000009,15753416082,甘肃省,冀州区,140829200412041755
CU17025406153978,施女士,女,47,100000002,17629548301,湖北省,大名县,450603194605191096
CU17018243791806,云先生,男,43,100000003,17105486713,新疆维吾尔自治区,抚松县,141125197612152315
CU17022236951807,萧小姐,女,57,100000000,15893482051,福建省,新城区,51152119850314121X
CU17027863059712,纪先生,男,44,100000001,18535840627,湖北省,金州区,341222196908172602
CU17026385609741,谢小姐,女,22,100000005,18813749580,澳门特别行政区,汤原县,622926198601161533
CU17020732109685,祁女士,女,42,100000004,15271938265,河南省,鄂伦春自治旗,621021196404292253
CU17016357024168,彭先生,男,59,100000000,18912487059,北京市,平山县,360501200803042192
CU17023759148602,贝先生,男,56,100000006,18206158932,上海市,朝阳县,370481198309262752
CU17012204615837,邵女士,女,21,100000001,15658329604,湖北省,上甘岭区,340102198801011112
CU17014731486029,邹女士,女,50,100000006,13719802374,重庆市,昔阳县,411302196007261206
CU17014194268530,萧女士,女,56,100000002,18337412806,北京市,长白朝鲜族自治县,371727196009032252
CU17016384916057,苏女士,女,60,100000002,18945279681,湖南省,虎林市,52038119501127150X
CU17012813427065,元先生,男,30,100000009,17453187429,青海省,满城区,51102819690718217X
