id,name,sex,age,channel_id,mobile,province,city
CU17019948157236,唐先生,男,48,100000001,18119526470,贵州省,迁西县
CU17017829345607,费女士,女,48,100000004,18532718645,山西省,昆都仑区
CU17011549201687,赵先生,男,29,100000005,18214683507,浙江省,四平市
CU17016018276935,卫女士,女,55,100000006,18980741963,贵州省,新华区
CU17011308256197,袁女士,女,55,100000005,17968107923,辽宁省,平鲁区
CU17017475931826,梁先生,男,26,100000002,17213827056,山西省,内丘县
CU17012586723049,何小姐,女,53,100000003,18770639518,河北省,大同市
CU17014419583067,张先生,男,58,100000001,17259187462,海南省,山阴县
CU17014390624581,祝先生,男,47,100000006,13817204389,辽宁省,铁西区
CU17014853210974,滕先生,男,56,100000006,18880496235,江苏省,舒兰市
CU17028234059678,袁先生,男,35,100000003,15198341760,海南省,红岗区
CU17014634017892,郎先生,男,47,100000008,18628756941,内蒙古自治区,广阳区
CU17014593107486,萧女士,女,51,100000007,18928609534,河北省,大洼区
CU17024185439026,姜小姐,女,37,100000002,17953289074,内蒙古自治区,拜泉县
CU17028254197386,吕小姐,女,46,100000003,18649301875,香港特别行政区,陈巴尔虎旗
CU17023341587926,康先生,男,55,100000007,17442863719,福建省,晋源区
CU17026851239047,戴女士,女,51,100000005,15353967128,北京市,垣曲县
CU17028274695103,魏女士,女,22,100000007,13080942631,甘肃省,包头市
CU17014143578602,喻女士,女,54,100000000,18641573692,台湾省,壶关县
CU17013279546013,皮小姐,女,25,100000001,18284629317,澳门特别行政区,蔚县
CU17022618745023,陶小姐,女,22,100000008,17717065892,陕西省,阿巴嘎旗
CU17022637810294,吕小姐,女,40,100000008,17349268135,辽宁省,石家庄市
CU17021890517426,伍小姐,女,46,100000009,18214857239,重庆市,河北省
CU17018540397812,昌先生,男,54,100000001,17339712846,内蒙古自治区,左云县
CU17018096487132,酆女士,女,21,100000007,18363870145,湖南省,阳高县
CU17014201738645,孔女士,女,38,100000003,18065428391,澳门特别行政区,桦川县
CU17013230816475,卞女士,女,20,100000008,13741830562,香港特别行政区,浮山县
CU17023106475893,俞女士,女,37,100000005,17234897620,云南省,鲅鱼圈区
CU17022752381690,方女士,女,59,100000001,17965894127,台湾省,海港区
CU17021648397125,邵女士,女,33,100000005,18256203794,山西省,道里区
CU17023315842096,苗小姐,女,50,100000004,18939470251,湖北省,尚义县
CU17020487260195,贺女士,女,44,100000002,15198625730,福建省,农安县
CU17016362504798,卜先生,男,59,100000002,15667249510,广东省,佳木斯市
CU17011346817950,贺女士,女,21,100000005,18536054712,内蒙古自治区,曲周县
CU17021783951204,吴先生,男,52,100000005,18502943815,海南省,新华区
CU17022490815732,沈女士,女,20,100000009,17923560819,宁夏回族自治区,吉县
CU17011291378640,傅先生,男,50,100000009,13108534216,四川省,永济市
CU17016158490362,彭小姐,女,41,100000006,18560852439,上海市,涿州市
CU17017236517084,屈女士,女,26,100000002,17595376012,湖北省,乌兰察布市
CU17012256180394,谈先生,男,56,100000009,18378915604,甘肃省,景县
CU17023659073482,卫先生,男,25,100000004,13571596408,黑龙江省,海兴县
CU17012723591806,汪女士,女,40,100000006,15135792164,陕西省,晋州市
CU17017481607239,吴小姐,女,30,100000006,18640673192,湖南省,东乌珠穆沁旗
CU17016931260584,茅小姐,女,52,100000008,15237825964,天津市,新城区
CU17018810546937,屈先生,男,33,100000001,18431075429,北京市,辽宁省
CU17014108537469,柳小姐,女,55,100000004,17856793210,安徽省,长治县
CU17028928706514,吕女士,女,48,100000005,17172946310,山西省,泽州县
CU17011052861347,蒋女士,女,46,100000006,14748953107,福建省,富拉尔基区
CU17019310485962,卞先生,男,48,100000006,18948120359,贵州省,武清区
CU17017271846935,祁先生,男,57,100000005,13572610984,河北省,兴县
CU17024780469153,米先生,男,47,100000006,15284017259,江苏省,大石桥市
CU17020562397410,戴先生,男,53,100000002,17824093617,江西省,本溪市
CU17011017469382,方先生,男,47,100000008,15926410587,台湾省,大同区
CU17025860294731,任女士,女,21,100000002,13037194820,台湾省,宁江区
CU17022023895174,魏小姐,女,23,100000009,13082695714,江苏省,尖山区
CU17023536972401,俞先生,男,58,100000004,15778123905,海南省,曲沃县
CU17015513928640,卜女士,女,32,100000002,15714650382,广东省,秦皇岛市
CU17026470265831,堪先生,男,42,100000000,13556178930,江苏省,隆化县
CU17027480253796,金小姐,女,26,100000007,15553986420,山东省,科尔沁左翼后旗
CU17027823976401,范小姐,女,41,100000004,17707328156,内蒙古自治区,长春市
CU17022263854190,熊小姐,女,54,100000003,17316028549,山西省,正蓝旗
CU17021054963871,任女士,女,60,100000004,17857369018,浙江省,高碑店市
CU17012913586240,许女士,女,30,100000000,18225301894,新疆维吾尔自治区,船营区
CU17023593682047,沈先生,男,33,100000001,17718463205,北京市,秦皇岛市
CU17015240596138,范小姐,女,41,100000002,13063195280,云南省,中阳县
CU17025689014352,吕女士,女,40,100000007,15175902463,辽宁省,延吉市
CU17028046159872,姚女士,女,43,100000008,15894162703,海南省,神池县
CU17027732059841,冯小姐,女,51,100000003,13619476308,福建省,通辽市
CU17018028516479,梁小姐,女,43,100000005,15161478539,上海市,定兴县
CU17023967513284,昌小姐,女,58,100000000,13973492015,上海市,和顺县
CU17027403968175,萧先生,男,43,100000008,15619586072,香港特别行政区,兴山区
CU17019217643095,俞先生,男,43,100000008,18989371265,山西省,行唐县
CU17015695872140,曹先生,男,29,100000000,15750983417,山西省,乌马河区
CU17020342567810,纪先生,男,41,100000006,15861342087,台湾省,大东区
CU17026017439526,汤女士,女,33,100000000,17173168025,甘肃省,土默特左旗
CU17025837691254,孟女士,女,30,100000004,18416278509,内蒙古自治区,桓仁满族自治县
CU17015312456798,张小姐,女,23,100000003,17937210965,甘肃省,开鲁县
CU17025079218346,卫先生,男,56,100000005,18678403659,河南省,张北县
CU17017958370126,柳女士,女,26,100000000,18828461579,澳门特别行政区,杭锦旗
CU17025964173058,袁先生,男,60,100000003,15016932470,陕西省,本溪满族自治县
CU17011380957462,纪先生,男,34,100000007,18684317502,甘肃省,文水县
CU17023859603724,姚女士,女,36,100000007,15551830769,江西省,东乌珠穆沁旗
CU17016375698042,祁小姐,女,46,100000007,18743076598,浙江省,向阳区
CU17019796182403,伏先生,男,31,100000003,13257936804,陕西省,霍州市
CU17019459817260,常先生,男,50,100000009,17154783126,贵州省,西城区
CU17015243681597,水女士,女,36,100000000,18758234917,湖南省,扎赉特旗
CU17021508217639,李女士,女,34,100000004,15340573219,重庆市,溪湖区
CU17015349076185,陶小姐,女,32,100000006,18771946258,福建省,古冶区
CU17026926074835,齐女士,女,49,100000006,15580532761,香港特别行政区,北戴河区
CU17011364902175,许先生,男,46,100000005,15909574381,四川省,固安县
CU17017504396718,苗小姐,女,32,100000004,18845861932,山西省,永济市
CU17027519072846,潘先生,男,41,100000000,13490648351,澳门特别行政区,双阳区
CU17026326405791,鲁小姐,女,54,100000007,13037156082,山西省,锦州市
CU17019326459801,熊女士,女,22,100000004,18209412738,青海省,大安市
CU17023645298307,范小姐,女,45,100000003,18653028974,陕西省,小店区
CU17028730261489,时先生,男,58,100000008,15936791240,辽宁省,宁武县
CU17017276309154,花先生,男,28,100000009,13137214950,江苏省,康保县
CU17020924873016,赵小姐,女,25,100000000,15768257314,福建省,西市区
CU17019274980613,奚小姐,女,20,100000003,18986203975,广东省,通化县
CU17024431782509,邹女士,女,26,100000008,13423605489,广西壮族自治区,内丘县
CU17025259684301,鲁小姐,女,24,100000007,18526540978,福建省,梨树县
CU17019394205187,凤先生,男,40,100000006,15908346571,内蒙古自治区,黎城县
CU17027785249613,酆小姐,女,47,100000003,13815378064,青海省,龙城区
CU17022421856730,伍女士,女,55,100000007,17978203916,广西壮族自治区,运城市
CU17017615023789,汤先生,男,35,100000007,18451943028,广东省,站前区
CU17021643970581,卫先生,男,29,100000008,18687241095,新疆维吾尔自治区,辽源市
CU17021645237180,郑女士,女,29,100000008,18650987642,福建省,于洪区
CU17020817096253,傅女士,女,40,100000007,17579652430,香港特别行政区,阳城县
CU17011907486125,康先生,男,57,100000001,13074815320,陕西省,开鲁县
CU17024692384571,俞女士,女,56,100000002,18614803752,海南省,汾阳市
CU17026376412085,姚小姐,女,58,100000000,17457631429,江苏省,太和区
CU17012768124935,李先生,男,43,100000002,17205471269,河南省,金州区
CU17017429387501,贝女士,女,58,100000000,15858931067,北京市,佳木斯市
CU17015963712054,宋女士,女,50,100000005,17586309542,四川省,千山区
CU17017157862903,卞先生,男,34,100000001,13597321450,山西省,怀安县
CU17011315846702,韦女士,女,40,100000003,18510798462,海南省,文水县
CU17012261457809,费先生,男,53,100000001,15994185306,上海市,固安县
CU17026190573682,滕小姐,女,38,100000008,17368570392,河北省,扎兰屯市
CU17028036971854,臧先生,男,23,100000001,13772039681,内蒙古自治区,沙河市
CU17023074312586,韦小姐,女,41,100000009,15828504971,广西壮族自治区,讷河市
CU17025374062958,罗女士,女,38,100000000,17589234501,河南省,榆次区
CU17013074329168,何先生,男,21,100000006,15732597806,广西壮族自治区,武乡县
CU17028257461083,俞女士,女,31,100000009,13460598731,上海市,冀州区
CU17011234596178,舒小姐,女,21,100000007,13902897431,澳门特别行政区,宏伟区
CU17017678120345,凤女士,女,36,100000008,15538194725,浙江省,大城县
CU17012817532906,谢女士,女,35,100000004,18156189723,湖南省,海港区
CU17013832560941,沈女士,女,37,100000009,13018642579,河南省,怀安县
CU17028829076534,戚小姐,女,58,100000000,18156901487,江苏省,根河市
CU17018931856720,屈先生,男,45,100000008,18513274569,新疆维吾尔自治区,裕华区
CU17021678013249,彭先生,男,23,100000004,18602639587,辽宁省,满城区
CU17013871653029,沈先生,男,39,100000004,18661580374,江西省,广宗县
CU17024972480615,贝先生,男,59,100000009,17235897206,台湾省,望花区
CU17017926051834,滕女士,女,22,100000009,18774869053,辽宁省,南岗区
CU17024018476253,禹小姐,女,53,100000008,17123416508,上海市,唐县
CU17024351246987,柳女士,女,55,100000001,15985391406,河北省,阳曲县
CU17021397284065,郝先生,男,23,100000006,17756410978,内蒙古自治区,孝义市
CU17022567138042,昌小姐,女,59,100000001,15242876139,香港特别行政区,广宗县
CU17026285407916,卞先生,男,25,100000000,13232640859,河南省,朔州市
CU17023760983145,苏先生,男,20,100000009,17845019276,四川省,邯郸市
CU17013134965870,臧女士,女,20,100000004,17598016427,云南省,回民区
CU17028039418752,贝先生,男,48,100000009,18786409325,湖南省,霸州市
CU17023247168953,云小姐,女,43,100000006,13742758109,北京市,北镇市
CU17019264781539,卜女士,女,58,100000008,18331786459,黑龙江省,万荣县
CU17017034875921,舒先生,男,51,100000002,17251376928,山西省,松原市
CU17018153284709,陶小姐,女,49,100000001,18251920387,河南省,霸州市
CU17012980145267,范女士,女,27,100000000,13408175293,甘肃省,石楼县
CU17014695132870,时女士,女,53,100000009,17650839762,湖北省,东城区
CU17017286514307,陈先生,男,24,100000005,13272436189,山东省,介休市
CU17016431826075,顾先生,男,31,100000000,15347123056,辽宁省,大安市
CU17018364518029,卫小姐,女,34,100000001,18882970146,河南省,路南区
CU17021215309648,伍女士,女,20,100000001,17953962871,广东省,普兰店区
CU17022503187629,陈女士,女,52,100000007,13928416570,浙江省,乌审旗
CU17011913856702,云小姐,女,39,100000000,18843927068,海南省,丹东市
CU17020380726419,韩先生,男,33,100000007,15962841073,云南省,临县
CU17016409671582,史小姐,女,54,100000003,18042156378,北京市,东乌珠穆沁旗
CU17020782905361,殷先生,男,44,100000009,18894307821,黑龙江省,广阳区
CU17022972345106,萧先生,男,59,100000004,17569523048,青海省,下花园区
CU17023815460732,章小姐,女,59,100000002,13802861957,澳门特别行政区,新乐市
CU17016319605827,任小姐,女,35,100000008,15791034528,西藏自治区,繁峙县
CU17027506149783,殷小姐,女,38,100000002,18839164052,福建省,乐亭县
CU17017360978125,水先生,男,47,100000009,18448107963,浙江省,大宁县
CU17012720581934,俞女士,女,49,100000007,18590312765,广西壮族自治区,卓资县
CU17017961720853,方先生,男,24,100000001,18482094371,福建省,新巴尔虎左旗
CU17016429670381,禹小姐,女,57,100000002,18680216379,青海省,固安县
CU17014815796430,汤先生,男,58,100000004,18806572831,陕西省,邢台市
CU17017682795403,王小姐,女,21,100000009,17329057163,澳门特别行政区,磐石市
CU17017712503698,华女士,女,45,100000001,17734175089,海南省,太谷县
CU17022031297486,孟女士,女,55,100000006,13459864370,新疆维吾尔自治区,定兴县
CU17023483270615,钱先生,男,51,100000004,17860479512,辽宁省,阿巴嘎旗
CU17022089317264,任先生,男,42,100000000,17123986401,海南省,深泽县
CU17013974528160,吕女士,女,47,100000002,17687940531,北京市,朝阳市
CU17023016752938,章先生,男,45,100000007,14735419762,内蒙古自治区,威县
CU17024751432908,鲍先生,男,45,100000001,17626947358,澳门特别行政区,龙井市
CU17025308521796,孟女士,女,56,100000001,15369870452,台湾省,连山区
CU17015870219463,萧先生,男,26,100000000,15359432186,香港特别行政区,朝阳区
CU17022713584609,汤小姐,女,36,100000008,18012657489,陕西省,武川县
CU17026594381762,苗先生,男,39,100000008,17309164273,内蒙古自治区,虎林市
CU17015823750614,邹女士,女,50,100000002,18037941062,辽宁省,柏乡县
CU17012403152697,狄女士,女,46,100000001,15651723908,澳门特别行政区,开原市
CU17024053164287,毕小姐,女,39,100000001,18204851679,浙江省,永年区
CU17023234098167,倪女士,女,50,100000007,17653674812,江西省,德惠市
CU17024490687135,王先生,男,43,100000005,15860391285,青海省,安图县
CU17027504187329,卫女士,女,21,100000007,13727831509,黑龙江省,河津市
CU17015750348961,尹小姐,女,47,100000006,13210432795,江西省,海港区
CU17012571836924,何先生,男,60,100000007,18292015387,广东省,峰峰矿区
CU17025046521973,戴女士,女,24,100000007,13639108675,广西壮族自治区,矿区
CU17019489160573,周先生,男,43,100000004,15020741398,山西省,南岗区
CU17020386402971,史小姐,女,52,100000000,18598516473,天津市,同江市
CU17018245196708,贝先生,男,24,100000006,18098245613,天津市,开原市
CU17019238706541,邹先生,男,31,100000000,15312578049,湖南省,立山区
CU17013231956478,廉小姐,女,41,100000004,13097413206,福建省,辽中区
CU17017814609523,韩先生,男,41,100000008,18561357092,天津市,沧州市
CU17028352980146,周小姐,女,50,100000005,17626741380,香港特别行政区,忻州市
CU17011735948210,明小姐,女,57,100000002,15137605214,福建省,阳城县
CU17024365910487,平先生,男,32,100000001,18324765901,山西省,乌达区
CU17013671380254,薛女士,女,29,100000008,17545031827,吉林省,宝山区
CU17025410832975,沈先生,男,55,100000005,17341290657,吉林省,阳高县
CU17021197532460,常小姐,女,52,100000001,13572914036,西藏自治区,饶河县
CU17021137982504,倪先生,男,32,100000004,17934951027,天津市,锦州市
CU17012837260149,余女士,女,20,100000007,15958632074,安徽省,调兵山市
CU17016974182560,昌女士,女,22,100000000,13218247306,内蒙古自治区,洪洞县
CU17023036587921,萧先生,男,25,100000004,18279305281,北京市,路南区
CU17016916824537,柏小姐,女,22,100000009,18973824169,吉林省,平泉市
CU17021861945703,魏先生,男,32,100000003,13347206953,安徽省,凌河区
CU17013893064712,安小姐,女,26,100000007,18978192504,山西省,葫芦岛市
CU17013850162439,袁女士,女,42,100000009,18749516027,香港特别行政区,芮城县
CU17016704561283,和先生,男,46,100000004,17172810639,黑龙江省,商都县
CU17015872596014,潘小姐,女,43,100000005,17465738492,江苏省,拜泉县
CU17022104927835,计小姐,女,60,100000009,14715347062,湖南省,大兴区
CU17012748216530,邹先生,男,22,100000000,15972613549,天津市,保德县
CU17022057862439,葛先生,男,52,100000008,17126491058,台湾省,商都县
CU17026986143702,屈女士,女,25,100000009,18043971856,天津市,兴隆台区
CU17014158326074,明女士,女,56,100000002,13996085374,西藏自治区,涿鹿县
CU17019261749803,殷小姐,女,31,100000004,13085421769,黑龙江省,定州市
CU17028874196035,皮小姐,女,60,100000009,15934072651,四川省,抚顺县
CU17026428753690,邵先生,男,49,100000008,18275803149,四川省,通化县
CU17025702945186,廉先生,男,22,100000005,15120894615,湖北省,原平市
CU17011308972451,郎女士,女,20,100000002,17572384560,台湾省,乌伊岭区
CU17025645312789,卜先生,男,45,100000007,13396870542,天津市,孟村回族自治县
CU17024903417258,严女士,女,20,100000005,18248279305,四川省,绿园区
CU17019985024176,罗小姐,女,57,100000008,14704762159,湖北省,娄烦县
CU17021389027451,黄先生,男,60,100000001,18801276489,北京市,鹤岗市
CU17023168035972,方女士,女,24,100000005,13848367129,广东省,吉林省
CU17026467285103,金先生,男,26,100000000,17486401357,内蒙古自治区,易县
CU17016603941285,沈先生,男,53,100000008,17726157948,青海省,兴县
CU17028379628154,许女士,女,39,100000006,13923049715,西藏自治区,涞水县
CU17018721459360,尹先生,男,48,100000005,15830946857,安徽省,开原市
CU17018186473205,卜小姐,女,22,100000006,17325340786,吉林省,柳河县
CU17026945678213,金小姐,女,40,100000005,15136980521,陕西省,凤城市
CU17022859734106,屈先生,男,28,100000005,17505861347,吉林省,大同市
CU17014752086413,萧女士,女,38,100000007,18749710583,浙江省,土默特左旗
CU17013825671403,冯先生,男,23,100000005,18521308567,山西省,丛台区
CU17012597143068,花先生,男,41,100000005,18116745823,吉林省,大名县
CU17026092314856,卜先生,男,32,100000006,13602149573,四川省,临漳县
CU17015748620195,金女士,女,46,100000007,17530597864,新疆维吾尔自治区,大同区
CU17021502916374,金小姐,女,53,100000006,18670483621,贵州省,太和区
CU17025627804519,狄先生,男,28,100000007,15995021648,安徽省,兴山区
CU17015495071823,郝小姐,女,22,100000004,18314205387,香港特别行政区,旅顺口区
CU17025945362107,堪女士,女,51,100000002,15069420735,浙江省,通化市
CU17020436729051,朱小姐,女,26,100000001,17491470582,浙江省,赤峰市
CU17017489350712,项先生,男,34,100000005,15689725603,香港特别行政区,郊区
CU17023692418370,韩先生,男,38,100000008,18175914302,浙江省,东丽区
CU17025185493620,云先生,男,28,100000000,13782461975,云南省,额尔古纳市
CU17019209348756,昌女士,女,41,100000003,13850846971,湖北省,霍林郭勒市
CU17027094857362,和小姐,女,40,100000005,17851204683,云南省,卢龙县
CU17027487295163,常小姐,女,31,100000001,13578650429,北京市,南山区
CU17027972340561,苗先生,男,27,100000001,18718296570,辽宁省,双鸭山市
CU17011589734126,郑小姐,女,39,100000001,18653629410,浙江省,平鲁区
CU17028613982507,沈先生,男,40,100000001,13132597804,西藏自治区,蛟河市
CU17020196438520,苏女士,女,36,100000002,13280364915,山东省,南皮县
CU17021629407518,滕小姐,女,27,100000000,18869715804,澳门特别行政区,闻喜县
CU17015463052879,冯小姐,女,21,100000001,18509485312,海南省,弓长岭区
CU17026870395162,贺先生,男,37,100000006,15903625478,江西省,鹿泉区
CU17016967845123,滕小姐,女,47,100000009,18819708564,西藏自治区,依安县
CU17016536741289,伍小姐,女,55,100000008,18927359106,江西省,霍林郭勒市
CU17025614953207,茅先生,男,22,100000009,18597351420,青海省,五寨县
CU17018406715892,郑先生,男,58,100000000,13512950384,西藏自治区,永吉县
CU17012079246138,雷女士,女,30,100000006,18956271039,台湾省,梨树区
CU17016561083472,余先生,男,28,100000005,13289057142,湖南省,满城区
CU17015849035721,酆女士,女,23,100000003,13928167539,海南省,德惠市
CU17017012864597,戴女士,女,20,100000000,17462317894,湖南省,新华区
CU17015765091283,朱女士,女,54,100000005,18981390427,青海省,乌拉特中旗
CU17020601372458,苏先生,男,51,100000009,13661832459,天津市,昌邑区
CU17011190248376,周女士,女,23,100000004,18969850127,江苏省,闻喜县
CU17016790432815,常先生,男,37,100000000,13192801635,福建省,长岭县
CU17013371609528,褚女士,女,56,100000005,15948163092,澳门特别行政区,东城区
CU17015976324581,花先生,男,36,100000001,18254268073,海南省,昂昂溪区
CU17014705613928,狄小姐,女,60,100000005,17442865309,陕西省,曲沃县
CU17020067152438,穆女士,女,29,100000009,18532674951,浙江省,二道区
CU17027456907321,秦小姐,女,21,100000004,18205418679,内蒙古自治区,杏花岭区
CU17013613795804,邵先生,男,55,100000002,18094681037,陕西省,农安县
CU17017537829064,史小姐,女,21,100000005,18185437960,青海省,鲅鱼圈区
CU17018476209851,姚小姐,女,25,100000001,13794063751,重庆市,临江市
CU17020732509846,李小姐,女,22,100000005,13736291804,内蒙古自治区,繁峙县
CU17028304782519,黄女士,女,34,100000006,18006793815,陕西省,佳木斯市
CU17022248376510,汪女士,女,59,100000007,17254936802,黑龙江省,长海县
CU17016539821476,宋先生,男,30,100000005,17660128749,上海市,沧县
CU17027067189324,殷女士,女,49,100000007,15062031748,吉林省,丰镇市
CU17025120567498,贝先生,男,42,100000007,18483654102,辽宁省,临漳县
CU17021186940257,廉女士,女,58,100000009,18607258914,安徽省,鸡东县
CU17011591673482,祁小姐,女,47,100000009,13581357694,黑龙江省,宁江区
CU17019503764892,屈先生,男,24,100000007,17357810924,海南省,包头市
CU17020780256139,董先生,男,47,100000003,18838514960,香港特别行政区,辽中区
CU17022857103294,尹女士,女,35,100000000,15709456827,广西壮族自治区,昌黎县
CU17018462351709,吴女士,女,33,100000003,18294638207,湖南省,任丘市
CU17016613482709,毛女士,女,42,100000000,13298302175,贵州省,泽州县
CU17028753642890,姜女士,女,54,100000009,13420378651,内蒙古自治区,介休市
CU17013529064713,宋先生,男,44,100000000,18783046157,澳门特别行政区,隆化县
CU17016605934782,云小姐,女,60,100000004,15643756018,湖北省,永吉县
CU17015096475213,狄先生,男,21,100000002,17967941083,山西省,古冶区
CU17027623019847,平先生,男,40,100000000,17440597263,江苏省,尚义县
CU17014593410278,范女士,女,40,100000002,14709314825,天津市,晋州市
CU17015621853497,和小姐,女,28,100000006,13416705943,四川省,锡林郭勒盟
CU17028951034278,伏女士,女,60,100000001,13901647952,海南省,翠峦区
CU17018041752396,魏先生,男,31,100000001,13391832645,上海市,右玉县
CU17019198327456,姜小姐,女,30,100000006,18139485067,陕西省,富拉尔基区
CU17018509364872,康女士,女,60,100000004,18915374098,西藏自治区,滦平县
CU17017751064983,汤小姐,女,57,100000001,17857936082,澳门特别行政区,沧县
CU17021463178925,庞先生,男,22,100000002,15574096213,天津市,曲沃县
CU17026532761849,宋小姐,女,51,100000004,17229851630,江西省,献县
CU17021419362785,方女士,女,27,100000001,18832708145,江西省,古塔区
CU17024374915082,秦女士,女,37,100000002,17536924871,浙江省,昌平区
CU17023235468197,奚小姐,女,40,100000002,13032651974,内蒙古自治区,方正县
CU17011403985267,孙女士,女,60,100000009,18673216508,内蒙古自治区,无极县
CU17015602938547,孟先生,男,27,100000009,13832879564,安徽省,赤峰市
CU17015785603421,施小姐,女,58,100000007,13521034958,江苏省,大安市
CU17028920876341,史先生,男,43,100000006,13123685194,广东省,饶阳县
CU17013812709635,计先生,男,45,100000004,18667281934,西藏自治区,黄骅市
CU17014785103642,尹女士,女,42,100000009,17182471635,云南省,新巴尔虎左旗
CU17015934780651,穆小姐,女,32,100000005,18907146925,湖南省,开原市
CU17012063458721,萧女士,女,23,100000004,15363190475,山东省,左权县
CU17027971354068,穆小姐,女,28,100000000,17652184609,甘肃省,集贤县
CU17024980763125,元小姐,女,55,100000003,15323701589,广东省,珲春市
CU17028154732869,舒女士,女,34,100000001,13415297836,宁夏回族自治区,迁安市
CU17026807465319,于先生,男,27,100000007,13179230854,江苏省,鞍山市
CU17028158642907,堪先生,男,35,100000005,17960843217,贵州省,吕梁市
CU17024206184975,魏小姐,女,40,100000000,15782365479,贵州省,大宁县
CU17028476352098,成小姐,女,53,100000009,13856348270,台湾省,浮山县
CU17026235179408,孟先生,男,53,100000000,18534502789,广西壮族自治区,郊区
CU17023870923514,禹女士,女,31,100000004,15104921856,湖北省,承德县
CU17015746351098,李小姐,女,30,100000005,18840981365,山西省,临江市
CU17019275486109,皮小姐,女,35,100000009,13703452179,上海市,方正县
CU17025913658720,孟女士,女,21,100000003,17510235879,湖南省,新巴尔虎右旗
CU17020231794506,朱小姐,女,38,100000005,18781764935,山西省,大石桥市
CU17014921074568,元先生,男,41,100000006,18872601854,浙江省,大连市
CU17015364597082,周女士,女,34,100000003,15879816504,辽宁省,涞源县
CU17016658902374,鲍小姐,女,58,100000000,17698016475,重庆市,满城区
CU17025182347605,明女士,女,49,100000006,17242136785,澳门特别行政区,肃宁县
CU17017639104825,奚小姐,女,36,100000004,18924198763,山西省,梅里斯达斡尔族区
CU17027408325179,项女士,女,51,100000000,15881642739,广东省,平定县
CU17024987013452,酆女士,女,43,100000008,13209453176,福建省,回民区
CU17013916543207,安先生,男,21,100000000,18020497816,湖南省,临县
CU17027715430689,吕小姐,女,35,100000000,17310528476,澳门特别行政区,西青区
CU17022039452687,邹女士,女,28,100000001,18779602453,江苏省,清河门区
CU17023207698513,姜小姐,女,23,100000002,17705976314,河南省,通榆县
CU17011543701869,时先生,男,39,100000006,17152703864,四川省,临江市
CU17012239471850,周先生,男,29,100000000,18695187603,湖南省,长白朝鲜族自治县
CU17021913506782,梁女士,女,43,100000008,17802391578,山西省,古交市
CU17022791043652,魏小姐,女,39,100000003,18693265784,重庆市,沁源县
CU17015369845170,郝先生,男,46,100000002,15781057342,江苏省,锦州市
CU17020423795186,康小姐,女,56,100000008,18732018467,澳门特别行政区,绿园区
CU17015293680457,薛女士,女,24,100000000,17613427895,浙江省,齐齐哈尔市
CU17027685719243,张先生,男,57,100000000,17442835197,宁夏回族自治区,呼兰区
CU17027578692034,乐先生,男,50,100000001,18875043192,贵州省,宏伟区
CU17025591738426,邵小姐,女,39,100000003,13447503196,陕西省,林西县
CU17012537410286,钱小姐,女,52,100000008,13817950384,河北省,科尔沁区
CU17012237850649,朱女士,女,30,100000009,18043708256,甘肃省,阿拉善盟
CU17023341879520,成小姐,女,44,100000009,15534629085,台湾省,连山区
CU17021893156024,贺女士,女,57,100000000,17448952036,上海市,桃城区
CU17026586712390,尹女士,女,48,100000004,18319826703,河南省,阿荣旗
CU17018682109435,尤小姐,女,29,100000008,18663840719,福建省,盐湖区
CU17025431657089,傅女士,女,23,100000002,18787645109,香港特别行政区,中阳县
CU17013793624801,潘小姐,女,28,100000009,13494517230,宁夏回族自治区,凉城县
CU17011184253796,董先生,男,22,100000005,18324015786,上海市,建华区
CU17020257184096,吴先生,男,23,100000004,18662895430,天津市,通化县
CU17026230547186,黄先生,男,44,100000004,18557941806,辽宁省,定兴县
CU17028270943586,陶小姐,女,59,100000008,13880539147,山西省,曲周县
CU17016290518437,庞小姐,女,47,100000006,17528419760,河南省,邯山区
CU17011137690852,齐小姐,女,33,100000006,15336015284,河南省,准格尔旗
CU17019683217495,华女士,女,22,100000008,18375309284,河南省,河曲县
CU17014752381609,华小姐,女,53,100000006,15687504912,甘肃省,拜泉县
CU17014472183590,邹先生,男,22,100000007,18053482067,江西省,阿巴嘎旗
CU17027095872613,殷女士,女,28,100000009,18264917532,天津市,农安县
CU17022486352970,鲍小姐,女,37,100000005,18097182054,江西省,路北区
CU17016219407835,范小姐,女,20,100000007,15715067289,安徽省,苏尼特右旗
CU17021017936528,罗小姐,女,21,100000009,17694571608,辽宁省,绿园区
CU17017634258701,袁先生,男,25,100000002,17382067394,北京市,集贤县
CU17025205746981,薛小姐,女,41,100000009,15710943567,江西省,西市区
CU17016835246910,喻女士,女,35,100000000,13887956043,上海市,龙城区
CU17023305872416,顾小姐,女,48,100000007,13591578623,海南省,平鲁区
CU17024462358091,姚女士,女,41,100000008,17892614705,辽宁省,冀州区
CU17019829067541,马女士,女,51,100000003,17342067593,河北省,岚县
CU17019058931267,姜小姐,女,24,100000006,18028059371,新疆维吾尔自治区,宁河区
CU17020975216483,常小姐,女,56,100000000,17485107962,广东省,察哈尔右翼前旗
CU17015754069132,喻先生,男,35,100000001,18427465183,北京市,和平区
CU17024406317285,吕女士,女,34,100000008,18034012956,浙江省,海兴县
CU17024278396541,凤女士,女,30,100000002,18994760318,山西省,尖山区
CU17019416897032,任先生,男,30,100000008,18202561749,江苏省,萨尔图区
CU17018904235716,项小姐,女,52,100000002,15849273810,上海市,丹东市
